order,suborder,family,subfamily,genus,species
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara alpina
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara hyperborea
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Amara Bonelli, 1810",Amara equestris
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Zabrus Clairville, 1806",Zabrus tenebrioides
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Panagaeus Latreille, 1802",Panagaeus cruxmajor
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Panagaeus Latreille, 1802",Panagaeus bipustulatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Chlaenius Bonelli, 1810",Chlaenius tristis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Chlaenius Bonelli, 1810",Chlaenius spoliatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Chlaenius Bonelli, 1810",Chlaenius nigricornis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Chlaenius Bonelli, 1810",Chlaenius nitidulus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Chlaenius Bonelli, 1810",Chlaenius tibialis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Chlaenius Bonelli, 1810",Chlaenius vestitus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Chlaenius Bonelli, 1810",Chlaenius sulcicollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Chlaenius Bonelli, 1810",Chlaenius quadrisulcatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Chlaenius Bonelli, 1810",Chlaenius costulatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Callistus Bonelli, 1809",Callistus lunatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Oodes Bonelli, 1810",Oodes helopioides
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Oodes Bonelli, 1810",Oodes gracilis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Badister Clairville, 1806",Badister unipustulatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Badister Clairville, 1806",Badister bullatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Badister Clairville, 1806",Badister meridionalis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Badister Clairville, 1806",Badister lacertosus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Badister Clairville, 1806",Badister sodalis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Badister Clairville, 1806",Badister dorsiger
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Badister Clairville, 1806",Badister peltatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Badister Clairville, 1806",Badister dilatatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Badister Clairville, 1806",Badister collaris
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Licinus Latreille, 1802",Licinus depressus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Ophonus Stephens, 1828",Ophonus rupicola
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Ophonus Stephens, 1828",Ophonus laticollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Ophonus Stephens, 1828",Ophonus puncticollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Ophonus Stephens, 1828",Ophonus melletii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Ophonus Stephens, 1828",Ophonus rufibarbis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Ophonus Stephens, 1828",Ophonus schaubergerianus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Ophonus Stephens, 1828",Ophonus puncticeps
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Ophonus Stephens, 1828",Ophonus azureus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus griseus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus rufipes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus calceatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus hospes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus melancholicus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus signaticornis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus affinis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus distinguendus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus smaragdinus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus caspius
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus serripes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus autumnalis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus atratus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus solitaris
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus latus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus nigritarsis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus luteicornis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus xanthopus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",H. x. winkleri
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus laevipes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus rubripes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus progrediens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus rufipalpis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus neglectus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus servus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus tardus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus modestus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus anxius
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus subcylindricus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus picipennis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus pumilus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus froelichi
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus hirtipes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Harpalus Latreille, 1802",Harpalus flavescens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Microderes Faldermann, 1835",Microderes brachypus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Anisodactylus Dejean, 1829",Anisodactylus poeciloides
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Anisodactylus Dejean, 1829",Anisodactylus binotatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Anisodactylus Dejean, 1829",Anisodactylus nemorivagus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Anisodactylus Dejean, 1829",Anisodactylus signatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Diachromus Erichson, 1837",Diachromus germanus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Stenolophus Dejean, 1821",Stenolophus teutonus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Stenolophus Dejean, 1821",Stenolophus skrimshiranus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Stenolophus Dejean, 1821",Stenolophus mixtus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Bradycellus Erichson, 1837",Bradycellus ruficollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Bradycellus Erichson, 1837",Bradycellus verbasci
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Bradycellus Erichson, 1837",Bradycellus harpalinus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Bradycellus Erichson, 1837",Bradycellus csikii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Bradycellus Erichson, 1837",Bradycellus caucasicus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dicheirotrichus Jacqelin du Val, 1857",Dicheirotrichus gustavii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dicheirotrichus Jacqelin du Val, 1857",Dicheirotrichus mannerheimii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dicheirotrichus Jacqelin du Val, 1857",Dicheirotrichus rufithorax
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dicheirotrichus Jacqelin du Val, 1857",Dicheirotrichus cognatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dicheirotrichus Jacqelin du Val, 1857",Dicheirotrichus placidus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Acupalpus Dejean, 1829",Acupalpus flavicollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Acupalpus Dejean, 1829",Acupalpus brunnipes
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Acupalpus Dejean, 1829",Acupalpus meridianus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Acupalpus Dejean, 1829",Acupalpus suturalis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Acupalpus Dejean, 1829",Acupalpus parvulus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Acupalpus Dejean, 1829",Acupalpus dubius
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Acupalpus Dejean, 1829",Acupalpus exiguus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Acupalpus Dejean, 1829",Acupalpus elegans
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Acupalpus Dejean, 1829",Acupalpus interstitialis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Anthracus Motschulsky, 1850",Anthracus consputus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Perigona Laporte de Castelnau, 1835",Perigona nigriceps
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Masoreus Dejean, 1821",Masoreus wetterhallii
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Odacantha Paykull, 1798",Odacantha melanura
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Lebia Latreille, 1802",Lebia cyanocephala
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Lebia Latreille, 1802",Lebia chlorocephala
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Lebia Latreille, 1802",Lebia cruxminor
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Demetrias Bonelli, 1810",Demetrias monostigma
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Demetrias Bonelli, 1810",Demetrias atricapillus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Demetrias Bonelli, 1810",Demetrias imperialis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Paradromius Fowler, 1887",Paradromius longiceps
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Paradromius Fowler, 1887",Paradromius linearis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dromius Bonelli, 1810",Dromius agilis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dromius Bonelli, 1810",Dromius angustus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dromius Bonelli, 1810",Dromius quadraticollis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dromius Bonelli, 1810",Dromius meridionalis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dromius Bonelli, 1810",Dromius schneideri
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dromius Bonelli, 1810",Dromius fenestratus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Dromius Bonelli, 1810",Dromius quadrimaculatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calodromius Reitter, 1905",Calodromius spilotus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Calodromius Reitter, 1905",Calodromius bifasciatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Philorhizus Hope, 1838",Philorhizus quadrisignatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Philorhizus Hope, 1838",Philorhizus sigma
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Philorhizus Hope, 1838",Philorhizus melanocephalus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Philorhizus Hope, 1838",Philorhizus notatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Philorhizus Hope, 1838",Philorhizus putzeysi
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Philorhizus Hope, 1838",Philorhizus vectensis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Microlestes Schmidt-Goebel, 1846",Microlestes minutulus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Microlestes Schmidt-Goebel, 1846",Microlestes maurus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Microlestes Schmidt-Goebel, 1846",Microlestes corticalis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Syntomus Hope, 1838",Syntomus truncatellus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Syntomus Hope, 1838",Syntomus foveatus
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Lionychus Wissman, 1846",Lionychus quadrillum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Cymindis Latreille, 1806",Cymindis humeralis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Cymindis Latreille, 1806",Cymindis angularis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Cymindis Latreille, 1806",Cymindis macularis
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Cymindis Latreille, 1806",Cymindis vaporariorum
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Harpalinae Bonelli, 1810","Plochionus Wiedemann, 1823",Plochionus pallens
Coleoptera,Adephaga,"Carabidae Latreille, 1802","Brachininae Bonelli, 1810","Brachinus Weber, 1801",Brachinus crepitans
Coleoptera,Polyphaga,Histeroidea,"Sphaeritidae Shuckard, 1839","Sphaerites Duftschmid, 1805",Sphaerites glabratus
Coleoptera,Polyphaga,Scarabaeoidea,"Trogidae Macleay, 1819","Trox Fabricius, 1775",Trox sabulosus
Coleoptera,Polyphaga,Scarabaeoidea,"Trogidae Macleay, 1819","Trox Fabricius, 1775",Trox hispidus
Coleoptera,Polyphaga,Scarabaeoidea,"Trogidae Macleay, 1819","Trox Fabricius, 1775",Trox scaber
Coleoptera,Polyphaga,Scirtoidea,"Eucinetidae Lacordaire, 1857","Eucinetus Germar, 1818",Eucinetus haemorrhoidalis
Coleoptera,Polyphaga,Scirtoidea,"Eucinetidae Lacordaire, 1857","Eucilodes Vit, 1985",Eucilodes caucasicus
Coleoptera,Polyphaga,Scirtoidea,"Clambidae Fischer von Waldheim, 1821","Calyptomerus Redtenbacher, 1849",Calyptomerus dubius
Coleoptera,Polyphaga,Scirtoidea,"Clambidae Fischer von Waldheim, 1821","Clambus Fischer von Waldheim, 1821",Clambus pubescens
Coleoptera,Polyphaga,Scirtoidea,"Clambidae Fischer von Waldheim, 1821","Clambus Fischer von Waldheim, 1821",Clambus punctulum
Coleoptera,Polyphaga,Scirtoidea,"Clambidae Fischer von Waldheim, 1821","Clambus Fischer von Waldheim, 1821",Clambus gibbulus
Coleoptera,Polyphaga,Scirtoidea,"Clambidae Fischer von Waldheim, 1821","Clambus Fischer von Waldheim, 1821",Clambus pallidulus
Coleoptera,Polyphaga,Scirtoidea,"Clambidae Fischer von Waldheim, 1821","Clambus Fischer von Waldheim, 1821",Clambus simsoni
Coleoptera,Polyphaga,Scirtoidea,"Clambidae Fischer von Waldheim, 1821","Clambus Fischer von Waldheim, 1821",Clambus armadillo
Coleoptera,Polyphaga,Scirtoidea,"Clambidae Fischer von Waldheim, 1821","Clambus Fischer von Waldheim, 1821",Clambus nigrellus
Coleoptera,Polyphaga,Scirtoidea,"Clambidae Fischer von Waldheim, 1821","Clambus Fischer von Waldheim, 1821",Clambus minutus
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Elodes Latreille, 1796",Elodes minuta
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Elodes Latreille, 1796",Elodes marginata
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Elodes Latreille, 1796",Elodes elongata
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Microcara Thomson, 1859",Microcara testacea
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon coarctatus
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon palustris
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon ruficeps
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon kongsbergensis
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon ochraceus
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon variabilis
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon laevipennis
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon pubescens
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon punctipennis
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon padi
Coleoptera,Polyphaga,Scirtoidea,"Scirtidae Fleming, 1821","Cyphon Paykull, 1799",Cyphon hilaris
